timestamp,open,high,low,close
1786275900000,4346.055,4346.055,4346.055,4346.055
1786276200000,4346.055,4346.055,4346.055,4346.055
1786276500000,4346.055,4346.055,4346.055,4346.055
1786276800000,4346.055,4346.055,4346.055,4346.055
1786277100000,4346.055,4346.055,4346.055,4346.055
1786277400000,4346.055,4346.055,4346.055,4346.055
1786277700000,4346.055,4346.055,4346.055,4346.055
1786278000000,4346.055,4346.055,4346.055,4346.055
1786278300000,4346.055,4346.055,4346.055,4346.055
1786278600000,4346.055,4346.055,4346.055,4346.055
1786278900000,4346.055,4346.055,4346.055,4346.055
1786279200000,4346.055,4346.055,4346.055,4346.055
1786279500000,4346.055,4346.055,4346.055,4346.055
1786279800000,4346.055,4346.055,4346.055,4346.055
1786280100000,4346.055,4346.055,4346.055,4346.055
1786280400000,4346.055,4346.055,4346.055,4346.055
1786280700000,4346.055,4346.055,4346.055,4346.055
1786281000000,4346.055,4346.055,4346.055,4346.055
1786281300000,4346.055,4346.055,4346.055,4346.055
1786281600000,4346.055,4346.055,4346.055,4346.055
1786281900000,4346.055,4346.055,4346.055,4346.055
1786282200000,4346.055,4346.055,4346.055,4346.055
1786282500000,4346.055,4346.055,4346.055,4346.055
1786282800000,4346.055,4346.055,4346.055,4346.055
1786283100000,4346.055,4346.055,4346.055,4346.055
1786283400000,4346.055,4346.055,4346.055,4346.055
1786283700000,4346.055,4346.055,4346.055,4346.055
1786284000000,4346.055,4346.055,4346.055,4346.055
1786284300000,4346.055,4346.055,4346.055,4346.055
1786284600000,4346.055,4346.055,4346.055,4346.055
1786284900000,4346.055,4346.055,4346.055,4346.055
1786285200000,4346.055,4346.055,4346.055,4346.055
1786285500000,4346.055,4346.055,4346.055,4346.055
1786285800000,4346.055,4346.055,4346.055,4346.055
1786286100000,4346.055,4346.055,4346.055,4346.055
1786286400000,4346.055,4346.055,4346.055,4346.055
1786286700000,4346.055,4346.055,4346.055,4346.055
1786287000000,4346.055,4346.055,4346.055,4346.055
1786287300000,4346.055,4346.055,4346.055,4346.055
1786287600000,4346.055,4346.055,4346.055,4346.055
1786287900000,4346.055,4346.055,4346.055,4346.055
1786288200000,4346.055,4346.055,4346.055,4346.055
1786288500000,4346.055,4346.055,4346.055,4346.055
1786288800000,4346.055,4346.055,4346.055,4346.055
1786289100000,4346.055,4346.055,4346.055,4346.055
1786289400000,4346.055,4346.055,4346.055,4346.055
1786289700000,4346.055,4346.055,4346.055,4346.055
1786290000000,4346.055,4346.055,4346.055,4346.055
1786290300000,4346.055,4346.055,4346.055,4346.055
1786290600000,4346.055,4346.055,4346.055,4346.055
1786290900000,4346.055,4346.055,4346.055,4346.055
1786291200000,4346.055,4346.055,4346.055,4346.055
1786291500000,4346.055,4346.055,4346.055,4346.055
1786291800000,4346.055,4346.055,4346.055,4346.055
1786292100000,4346.055,4346.055,4346.055,4346.055
1786292400000,4346.055,4346.055,4346.055,4346.055
1786292700000,4346.055,4346.055,4346.055,4346.055
1786293000000,4346.055,4346.055,4346.055,4346.055
1786293300000,4346.055,4346.055,4346.055,4346.055
1786293600000,4346.055,4346.055,4346.055,4346.055
1786293900000,4346.055,4346.055,4346.055,4346.055
1786294200000,4346.055,4346.055,4346.055,4346.055
1786294500000,4346.055,4346.055,4346.055,4346.055
1786294800000,4346.055,4346.055,4346.055,4346.055
1786295100000,4346.055,4346.055,4346.055,4346.055
1786295400000,4346.055,4346.055,4346.055,4346.055
1786295700000,4346.055,4346.055,4346.055,4346.055
1786296000000,4346.055,4346.055,4346.055,4346.055
1786296300000,4346.055,4346.055,4346.055,4346.055
1786296600000,4346.055,4346.055,4346.055,4346.055
1786296900000,4346.055,4346.055,4346.055,4346.055
1786297200000,4346.055,4346.055,4346.055,4346.055
1786297500000,4346.055,4346.055,4346.055,4346.055
1786297800000,4346.055,4346.055,4346.055,4346.055
1786298100000,4346.055,4346.055,4346.055,4346.055
1786298400000,4346.055,4346.055,4346.055,4346.055
1786298700000,4346.055,4346.055,4346.055,4346.055
1786299000000,4346.055,4346.055,4346.055,4346.055
1786299300000,4346.055,4346.055,4346.055,4346.055
1786299600000,4346.055,4346.055,4346.055,4346.055
1786299900000,4346.055,4346.055,4346.055,4346.055
1786300200000,4346.055,4346.055,4346.055,4346.055
1786300500000,4346.055,4346.055,4346.055,4346.055
1786300800000,4346.055,4346.055,4346.055,4346.055
1786301100000,4346.055,4346.055,4346.055,4346.055
1786301400000,4346.055,4346.055,4346.055,4346.055
1786301700000,4346.055,4346.055,4346.055,4346.055
1786302000000,4346.055,4346.055,4346.055,4346.055
1786302300000,4346.055,4346.055,4346.055,4346.055
1786302600000,4346.055,4346.055,4346.055,4346.055
1786302900000,4346.055,4346.055,4346.055,4346.055
1786303200000,4346.055,4346.055,4346.055,4346.055
1786303500000,4346.055,4346.055,4346.055,4346.055
1786303800000,4346.055,4346.055,4346.055,4346.055
1786304100000,4346.055,4346.055,4346.055,4346.055
1786304400000,4346.055,4346.055,4346.055,4346.055
1786304700000,4346.055,4346.055,4346.055,4346.055
1786305000000,4346.055,4346.055,4346.055,4346.055
1786305300000,4346.055,4346.055,4346.055,4346.055
1786305600000,4346.055,4346.055,4346.055,4346.055
1786305900000,4346.055,4346.055,4346.055,4346.055
1786306200000,4346.055,4346.055,4346.055,4346.055
1786306500000,4346.055,4346.055,4346.055,4346.055
1786306800000,4346.055,4346.055,4346.055,4346.055
1786307100000,4346.055,4346.055,4346.055,4346.055
1786307400000,4346.055,4346.055,4346.055,4346.055
1786307700000,4346.055,4346.055,4346.055,4346.055
1786308000000,4346.055,4346.055,4346.055,4346.055
1786308300000,4346.055,4346.055,4346.055,4346.055
1786308600000,4346.055,4346.055,4346.055,4346.055
1786308900000,4346.055,4346.055,4346.055,4346.055
1786309200000,4346.055,4346.055,4346.055,4346.055
1786309500000,4346.055,4346.055,4346.055,4346.055
1786309800000,4346.055,4346.055,4346.055,4346.055
1786310100000,4346.055,4346.055,4346.055,4346.055
1786310400000,4346.055,4346.055,4346.055,4346.055
1786310700000,4346.055,4346.055,4346.055,4346.055
1786311000000,4346.055,4346.055,4346.055,4346.055
1786311300000,4346.055,4346.055,4346.055,4346.055
1786311600000,4346.055,4346.055,4346.055,4346.055
1786311900000,4346.055,4346.055,4346.055,4346.055
1786312200000,4346.055,4346.055,4346.055,4346.055
1786312500000,4346.055,4346.055,4346.055,4346.055
1786312800000,4342.785,4351.885,4332.095,4338.635
1786313100000,4337.615,4338.615,4332.015,4338.015
1786313400000,4338.115,4344.725,4337.095,4342.245
1786313700000,4342.245,4343.385,4338.145,4338.355
1786314000000,4338.445,4339.125,4336.345,4337.835
1786314300000,4337.835,4342.865,4337.835,4342.855
1786314600000,4342.635,4344.355,4338.585,4341.035
1786314900000,4341.285,4341.515,4338.825,4339.945
1786315200000,4340.345,4341.055,4338.525,4339.015
1786315500000,4338.895,4342.815,4338.715,4342.135
1786315800000,4341.775,4342.435,4340.535,4341.105
1786316100000,4341.105,4341.145,4340.015,4340.075
1786316400000,4339.935,4346.375,4339.595,4345.925
1786316700000,4345.785,4346.265,4343.685,4344.735
1786317000000,4344.735,4345.985,4344.095,4345.025
1786317300000,4345.025,4345.715,4340.535,4345.005
1786317600000,4344.385,4347.635,4344.295,4346.625
1786317900000,4346.625,4347.465,4343.365,4344.975
1786318200000,4344.975,4345.945,4340.065,4341.165
1786318500000,4341.305,4342.795,4339.695,4342.495
1786318800000,4342.755,4342.965,4341.015,4341.915
1786319100000,4342.115,4343.325,4341.035,4341.865
1786319400000,4342.155,4342.405,4340.025,4340.055
1786319700000,4340.165,4340.385,4331.995,4332.465
1786320000000,4332.385,4340.635,4332.275,4340.365
1786320300000,4340.085,4343.265,4339.355,4341.485
1786320600000,4341.235,4346.915,4339.505,4344.005
1786320900000,4344.125,4345.325,4338.705,4343.735
1786321200000,4343.565,4343.785,4339.005,4339.585
1786321500000,4339.695,4340.325,4336.905,4337.245
1786321800000,4337.355,4339.025,4334.785,4335.815
1786322100000,4336.015,4337.055,4333.255,4336.695
1786322400000,4336.395,4337.995,4333.365,4334.235
1786322700000,4334.105,4336.275,4333.225,4335.265
1786323000000,4335.375,4337.255,4333.145,4333.465
1786323300000,4333.385,4334.275,4330.255,4331.955
1786323600000,4331.745,4340.615,4326.595,4326.915
1786323900000,4326.775,4327.975,4321.925,4323.365
1786324200000,4323.595,4324.525,4321.515,4322.635
1786324500000,4322.515,4325.695,4321.205,4323.765
1786324800000,4323.695,4328.115,4321.055,4327.585
1786325100000,4327.795,4328.045,4315.735,4315.975
1786325400000,4316.105,4320.565,4313.425,4319.795
1786325700000,4319.675,4319.785,4315.635,4316.535
1786326000000,4316.445,4317.465,4312.935,4316.835
1786326300000,4316.735,4320.935,4315.515,4319.855
1786326600000,4319.715,4322.815,4318.445,4319.525
1786326900000,4319.415,4323.815,4317.185,4322.055
1786327200000,4322.055,4323.005,4319.475,4321.065
1786327500000,4320.945,4323.765,4318.215,4322.885
1786327800000,4323.115,4325.495,4320.955,4324.175
1786328100000,4323.955,4325.585,4322.835,4324.665
1786328400000,4324.665,4327.585,4323.705,4326.725
1786328700000,4326.585,4331.685,4326.005,4330.535
1786329000000,4330.645,4332.155,4324.395,4327.675
1786329300000,4327.675,4329.345,4324.345,4325.225
1786329600000,4325.355,4329.655,4322.895,4325.915
1786329900000,4326.265,4327.065,4321.035,4322.915
1786330200000,4323.015,4324.295,4319.065,4319.595
1786330500000,4319.675,4322.035,4318.495,4319.405
1786330800000,4319.535,4320.775,4317.695,4318.885
1786331100000,4318.705,4319.435,4317.415,4317.675
1786331400000,4317.455,4320.075,4317.435,4319.875
1786331700000,4319.655,4324.105,4319.465,4323.895
1786332000000,4323.785,4326.395,4322.995,4323.285
1786332300000,4323.675,4327.935,4323.555,4326.985
1786332600000,4326.755,4328.115,4325.385,4327.785
1786332900000,4327.635,4329.385,4325.315,4325.915
1786333200000,4326.075,4326.405,4324.505,4324.865
1786333500000,4324.995,4327.235,4323.925,4326.435
1786333800000,4326.685,4327.615,4325.965,4326.935
1786334100000,4326.875,4327.695,4325.775,4326.375
1786334400000,4326.525,4327.975,4322.625,4325.665
1786334700000,4325.475,4327.575,4323.105,4327.395
1786335000000,4327.285,4332.565,4327.215,4332.075
1786335300000,4332.185,4333.805,4330.485,4333.695
1786335600000,4333.615,4337.055,4332.925,4336.705
1786335900000,4336.875,4337.365,4333.605,4334.475
1786336200000,4334.355,4336.055,4332.935,4334.305
1786336500000,4334.125,4336.005,4333.305,4333.545
1786336800000,4333.395,4333.555,4329.365,4332.005
1786337100000,4332.105,4335.465,4331.665,4333.755
1786337400000,4333.865,4337.125,4333.085,4335.635
1786337700000,4335.825,4339.435,4335.345,4339.115
1786338000000,4339.085,4339.555,4334.875,4336.765
1786338300000,4336.675,4338.635,4335.775,4335.785
1786338600000,4336.225,4336.225,4332.955,4334.695
1786338900000,4334.855,4335.945,4332.425,4332.955
1786339200000,4332.725,4336.375,4332.725,4335.005
1786339500000,4335.005,4335.205,4333.055,4333.555
1786339800000,4333.415,4340.635,4331.265,4339.955
1786340100000,4339.945,4341.595,4338.065,4340.685
1786340400000,4340.685,4343.995,4338.205,4343.355
1786340700000,4343.355,4347.045,4340.295,4345.335
1786341000000,4345.485,4351.815,4344.985,4347.935
1786341300000,4348.185,4349.405,4344.825,4347.035
1786341600000,4347.215,4347.365,4341.755,4342.375
1786341900000,4342.415,4346.505,4341.915,4345.995
1786342200000,4345.825,4349.935,4345.825,4347.125
1786342500000,4347.085,4349.585,4342.535,4342.955
1786342800000,4342.825,4345.235,4342.405,4345.235
1786343100000,4345.225,4348.135,4343.635,4348.115
1786343400000,4347.965,4349.025,4346.425,4347.505
1786343700000,4347.315,4349.305,4345.565,4348.165
1786344000000,4348.355,4355.575,4346.655,4354.875
1786344300000,4355.025,4358.155,4354.815,4356.525
1786344600000,4356.525,4357.275,4355.355,4357.155
1786344900000,4356.995,4359.595,4356.365,4357.835
1786345200000,4357.835,4358.505,4353.545,4354.355
1786345500000,4354.245,4356.855,4353.655,4353.655
1786345800000,4353.655,4354.375,4349.955,4350.945
1786346100000,4350.825,4356.815,4350.275,4354.295
1786346400000,4354.425,4358.695,4351.845,4357.925
1786346700000,4357.875,4358.605,4351.905,4354.895
1786347000000,4354.835,4354.885,4352.265,4353.095
1786347300000,4353.095,4359.655,4352.835,4358.435
1786347600000,4358.555,4359.775,4356.045,4359.155
1786347900000,4359.155,4361.885,4356.935,4357.075
1786348200000,4356.945,4358.115,4354.835,4355.165
1786348500000,4355.135,4356.045,4354.605,4355.085
1786348800000,4355.105,4356.065,4353.835,4355.375
1786349100000,4355.255,4355.755,4351.375,4352.175
1786349400000,4352.095,4354.215,4351.795,4354.115
1786349700000,4354.295,4355.385,4353.145,4354.675
1786350000000,4354.685,4354.935,4352.415,4352.635
1786350300000,4352.775,4356.125,4352.025,4355.425
1786350600000,4355.415,4356.375,4348.775,4350.155
1786350900000,4350.125,4351.205,4347.955,4348.075
1786351200000,4348.075,4349.585,4345.495,4346.045
1786351500000,4346.065,4348.805,4345.395,4346.075
1786351800000,4346.065,4347.965,4344.555,4345.905
1786352100000,4346.035,4348.225,4343.455,4346.295
1786352400000,4346.405,4348.685,4345.335,4348.125
1786352700000,4348.125,4348.775,4345.635,4347.665
1786353000000,4347.495,4349.755,4346.785,4349.365
1786353300000,4349.515,4349.515,4345.845,4347.185
1786353600000,4346.945,4348.365,4346.685,4348.015
1786353900000,4347.875,4348.645,4344.705,4346.905
1786354200000,4346.755,4346.755,4341.635,4343.565
1786354500000,4343.615,4343.865,4340.055,4341.715
1786354800000,4341.845,4344.225,4341.735,4343.905
1786355100000,4343.875,4345.255,4341.655,4342.245
1786355400000,4342.125,4342.465,4340.575,4342.085
1786355700000,4342.085,4343.105,4340.865,4340.905
1786356000000,4340.785,4341.175,4338.915,4340.185
1786356300000,4340.235,4341.335,4339.555,4340.135
1786356600000,4340.135,4340.735,4339.305,4340.505
1786356900000,4340.445,4341.435,4339.045,4341.215
1786357200000,4341.215,4344.035,4340.765,4342.925
1786357500000,4343.035,4343.655,4341.755,4343.495
1786357800000,4343.395,4344.055,4340.245,4341.985
1786358100000,4341.885,4342.175,4338.155,4339.375
1786358400000,4339.585,4339.905,4337.595,4337.595
1786358700000,4337.585,4339.255,4337.275,4338.045
1786359000000,4338.055,4340.315,4337.355,4338.055
1786359300000,4338.155,4339.235,4335.265,4335.535
1786359600000,4335.565,4336.625,4334.235,4334.355
1786359900000,4334.285,4335.415,4332.955,4333.845
1786360200000,4333.845,4333.945,4329.285,4331.425
1786360500000,4331.265,4331.265,4328.655,4329.675
1786360800000,4329.545,4333.595,4328.685,4332.985
1786361100000,4332.905,4336.155,4332.835,4334.545
1786361400000,4334.435,4339.015,4334.365,4337.475
1786361700000,4337.475,4339.245,4335.225,4338.955
1786362000000,4338.875,4339.135,4336.235,4337.225
1786362300000,4337.245,4337.695,4331.945,4332.605
1786362600000,4332.735,4335.875,4331.985,4334.835
1786362900000,4334.865,4336.035,4333.255,4334.805
1786363200000,4334.685,4334.785,4332.275,4333.625
1786363500000,4333.505,4337.395,4331.875,4334.815
1786363800000,4334.925,4335.195,4330.915,4331.525
1786364100000,4331.675,4332.305,4328.225,4328.455
1786364400000,4328.895,4330.945,4326.265,4327.205
1786364700000,4327.205,4327.765,4323.915,4327.635
1786365000000,4327.525,4331.355,4326.105,4327.525
1786365300000,4327.325,4332.145,4326.195,4330.905
1786365600000,4331.075,4332.385,4328.725,4328.985
1786365900000,4328.865,4333.045,4328.545,4331.735
1786366200000,4331.605,4332.935,4329.535,4331.535
1786366500000,4331.535,4335.495,4330.215,4332.195
1786366800000,4332.305,4334.365,4325.815,4329.015
1786367100000,4329.015,4334.305,4328.095,4334.115
1786367400000,4334.235,4337.675,4333.575,4337.055
1786367700000,4337.055,4337.505,4334.055,4335.185
1786368000000,4334.975,4336.465,4329.045,4330.525
1786368300000,4330.475,4335.015,4330.055,4334.785
1786368600000,4334.915,4338.365,4331.745,4336.765
1786368900000,4336.725,4339.675,4336.085,4337.925
1786369200000,4337.915,4338.215,4329.765,4330.565
1786369500000,4330.605,4331.735,4324.875,4327.355
1786369800000,4327.355,4328.165,4320.905,4322.945
1786370100000,4323.015,4324.725,4316.305,4317.745
1786370400000,4317.805,4325.365,4317.745,4323.135
1786370700000,4323.305,4326.315,4321.525,4324.175
1786371000000,4324.195,4331.065,4324.195,4329.885
1786371300000,4330.035,4336.225,4328.345,4333.835
1786371600000,4333.935,4339.915,4332.265,4338.095
1786371900000,4338.245,4347.955,4338.055,4345.245
1786372200000,4345.145,4351.435,4345.055,4347.345
1786372500000,4347.345,4348.785,4344.425,4346.205
1786372800000,4346.155,4349.845,4345.785,4349.225
1786373100000,4349.225,4350.495,4345.865,4347.245
1786373400000,4347.095,4347.355,4342.355,4342.725
1786373700000,4342.945,4345.465,4342.485,4345.185
1786374000000,4345.365,4349.135,4343.265,4347.305
1786374300000,4347.305,4351.935,4343.095,4344.675
1786374600000,4344.545,4347.405,4343.375,4346.645
1786374900000,4346.675,4351.885,4345.645,4349.415
1786375200000,4349.415,4352.125,4348.815,4349.175
1786375500000,4349.285,4351.015,4347.065,4348.975
1786375800000,4349.165,4351.195,4347.605,4347.765
1786376100000,4347.765,4351.835,4347.715,4350.065
1786376400000,4350.085,4351.385,4349.245,4350.055
1786376700000,4350.095,4353.005,4348.405,4352.005
1786377000000,4352.015,4357.215,4351.935,4356.855
1786377300000,4356.745,4359.335,4356.165,4358.175
1786377600000,4358.205,4363.935,4357.745,4357.885
1786377900000,4358.095,4363.255,4356.575,4363.135
1786378200000,4363.005,4364.495,4361.015,4361.185
1786378500000,4361.225,4362.965,4360.695,4361.175
1786378800000,4361.405,4363.925,4361.315,4363.015
1786379100000,4363.235,4364.415,4361.505,4362.335
1786379400000,4362.445,4362.805,4348.865,4355.965
1786379700000,4356.265,4358.835,4354.415,4354.855
1786380000000,4355.055,4356.405,4350.795,4351.545
1786380300000,4351.695,4354.915,4351.445,4352.975
1786380600000,4353.055,4353.855,4351.845,4353.415
1786380900000,4353.445,4356.915,4351.835,4356.605
1786381200000,4356.825,4357.595,4353.915,4354.225
1786381500000,4354.225,4357.025,4351.385,4355.675
1786381800000,4355.785,4358.145,4355.165,4356.945
1786382100000,4356.805,4358.025,4356.035,4357.015
1786382400000,4357.125,4360.125,4356.955,4359.765
1786382700000,4359.695,4361.165,4358.375,4361.015
1786383000000,4361.015,4362.605,4359.525,4362.005
1786383300000,4362.055,4365.195,4361.935,4363.625
1786383600000,4363.555,4363.735,4359.295,4359.975
1786383900000,4360.015,4360.625,4357.415,4360.355
1786384200000,4360.255,4361.005,4358.565,4358.595
1786384500000,4358.595,4360.065,4357.395,4360.065
1786384800000,4359.945,4363.745,4359.535,4363.355
1786385100000,4363.395,4365.245,4362.995,4363.395
1786385400000,4363.365,4364.405,4362.665,4362.845
1786385700000,4362.805,4364.015,4361.355,4362.765
1786386000000,4362.765,4364.685,4362.075,4364.285
1786386300000,4364.335,4366.905,4364.275,4365.515
1786386600000,4365.535,4380.435,4364.885,4379.215
1786386900000,4379.215,4381.405,4377.065,4381.065
1786387200000,4381.185,4382.705,4379.255,4379.535
1786387500000,4379.645,4379.705,4373.245,4376.555
1786387800000,4376.445,4378.755,4374.685,4376.675
1786388100000,4376.785,4378.825,4376.085,4378.145
1786388400000,4378.165,4381.005,4378.165,4379.775
1786388700000,4379.895,4382.545,4379.545,4381.715
1786389000000,4381.855,4382.655,4380.425,4381.615
1786389300000,4381.645,4382.945,4381.005,4382.385
1786389600000,4382.245,4387.795,4382.225,4386.615
1786389900000,4386.495,4391.485,4385.955,4390.505
1786390200000,4390.735,4393.815,4385.755,4386.695
1786390500000,4386.595,4388.395,4383.895,4387.565
1786390800000,4387.445,4390.475,4386.715,4387.705
1786391100000,4387.745,4394.595,4386.855,4393.855
1786391400000,4393.445,4394.825,4390.975,4392.145
1786391700000,4391.995,4392.385,4387.035,4388.015
1786392000000,4388.085,4390.205,4387.755,4388.275
1786392300000,4388.135,4388.325,4385.555,4385.575
1786392600000,4385.685,4390.475,4385.615,4388.935
1786392900000,4389.035,4391.105,4388.905,4389.765
1786393200000,4389.535,4389.765,4386.305,4388.315
1786393500000,4388.145,4391.715,4388.145,4390.825
1786393800000,4390.955,4392.035,4390.315,4390.705
1786394100000,4390.545,4391.165,4389.695,4389.905
1786394400000,4390.075,4391.215,4389.625,4389.625
