strategy,entry_datetime,exit_datetime,direction,lot_size,entry_price,exit_price,pnl_usd,pnl_points,exit_reason,duration_min,mfe_usd,mae_usd
ASIAN_MR,2024-10-22 01:35:00+00:00,2024-10-22 02:25:00+00:00,SHORT,1.21,2729.205,2724.936,480.25,3.9689999999997783,TP_Z_NEUTRAL,50.0,196.02,-160.93
NY_ORB,2024-10-22 13:55:00+00:00,2024-10-22 14:00:00+00:00,BUY,0.34,2740.545,2737.205,-113.56,-3.34,SL,5.0,0.0,-236.64
ASIAN_MR,2024-10-23 01:45:00+00:00,2024-10-23 02:40:00+00:00,LONG,1.17,2739.565,2744.2056500000003,507.86,4.340650000000278,TP_Z_NEUTRAL,55.0,70.2,-210.6
NY_ORB,2024-10-23 14:10:00+00:00,2024-10-23 15:10:00+00:00,SELL,0.13,2731.555,2713.515,234.52,18.04,TP,60.0,297.96,0.0
ASIAN_MR,2024-10-24 01:20:00+00:00,2024-10-24 01:50:00+00:00,SHORT,1.09,2724.555,2720.6570999999994,392.17,3.597900000000391,TP_Z_NEUTRAL,30.0,169.49,-233.26
NY_ORB,2024-10-24 13:50:00+00:00,2024-10-24 14:25:00+00:00,SELL,0.22,2737.655,2726.6150000000002,242.88,11.04,TP,35.0,278.74,0.0
ASIAN_MR,2024-10-28 01:20:00+00:00,2024-10-28 01:45:00+00:00,LONG,0.77,2726.585,2732.61765,441.41,5.7326500000001035,TP_Z_NEUTRAL,25.0,250.25,-44.43
NY_ORB,2024-10-28 14:05:00+00:00,2024-10-28 16:25:00+00:00,BUY,0.3,2742.695,2743.735,31.2,1.04,TIME,140.0,92.78,-94.2
ASIAN_MR,2024-10-29 01:10:00+00:00,2024-10-29 01:35:00+00:00,SHORT,1.49,2748.385,2750.1612740752125,-309.36,-2.0762740752123134,SL_ATR,25.0,246.89,-421.67
NY_ORB,2024-10-29 14:00:00+00:00,2024-10-29 16:25:00+00:00,BUY,0.15,2760.825,2768.608,116.75,7.783,TIME,145.0,161.7,-1.2
ASIAN_MR,2024-10-30 01:55:00+00:00,2024-10-30 02:10:00+00:00,SHORT,1.21,2781.555,2778.7363,304.76,2.518699999999808,TP_Z_NEUTRAL,15.0,290.4,-20.57
ASIAN_MR,2024-10-31 01:05:00+00:00,2024-10-31 01:15:00+00:00,SHORT,1.77,2788.555,2786.7928,258.81,1.462199999999666,TP_Z_NEUTRAL,10.0,313.29,-159.3
NY_ORB,2024-10-31 14:30:00+00:00,2024-10-31 14:35:00+00:00,SELL,0.2,2761.338,2747.984000000001,267.08,13.354,TP,5.0,372.8,0.0
ASIAN_MR,2024-11-01 02:00:00+00:00,2024-11-01 02:10:00+00:00,SHORT,1.32,2749.295,2746.79185,290.82,2.2031500000000053,TP_Z_NEUTRAL,10.0,386.76,-151.8
NY_ORB,2024-11-04 14:35:00+00:00,2024-11-04 14:40:00+00:00,SELL,0.23,2738.615,2744.855,-143.52,-6.24,SL,5.0,1.15,-157.09
NY_ORB,2024-11-05 14:00:00+00:00,2024-11-05 15:00:00+00:00,BUY,0.44,2744.388,2741.215,-139.6,-3.173,SL,60.0,241.44,-189.64
NY_ORB,2024-11-12 14:35:00+00:00,2024-11-12 15:00:00+00:00,BUY,0.08,2614.685,2605.735,-71.6,-8.95,SL,25.0,13.6,-77.04
ASIAN_MR,2024-11-13 01:10:00+00:00,2024-11-13 01:15:00+00:00,SHORT,0.79,2602.805,2608.065,-439.24,-5.560000000000218,HARD_CUT_Z,5.0,1.58,-438.45
ASIAN_MR,2024-11-15 01:10:00+00:00,2024-11-15 02:10:00+00:00,SHORT,0.7,2569.795,2568.095,98.0,1.4000000000002728,TIME_STOP_60M,60.0,481.67,-48.23
ASIAN_MR,2024-11-18 01:05:00+00:00,2024-11-18 01:15:00+00:00,SHORT,0.87,2577.755,2580.7990144511027,-290.93,-3.3440144511026118,SL_ATR,10.0,65.25,-350.61
NY_ORB,2024-11-18 14:30:00+00:00,2024-11-18 15:30:00+00:00,BUY,0.31,2603.185,2611.739,265.18,8.554,TP,60.0,280.96,0.0
ASIAN_MR,2024-11-19 01:15:00+00:00,2024-11-19 01:25:00+00:00,SHORT,1.34,2615.575,2612.8228,328.59,2.4521999999999027,TP_Z_NEUTRAL,10.0,329.64,-117.92
NY_ORB,2024-11-19 14:15:00+00:00,2024-11-19 16:25:00+00:00,SELL,0.19,2629.115,2624.155,94.24,4.96,TIME,130.0,155.42,-33.44
ASIAN_MR,2024-11-20 01:05:00+00:00,2024-11-20 02:00:00+00:00,SHORT,1.49,2639.625,2636.7073,390.04,2.617699999999968,TP_Z_NEUTRAL,55.0,596.0,-131.12
NY_ORB,2024-11-20 14:20:00+00:00,2024-11-20 15:15:00+00:00,BUY,0.32,2639.345,2648.3849999999998,289.28,9.04,TP,55.0,299.29,-84.16
ASIAN_MR,2024-11-21 03:10:00+00:00,2024-11-21 03:25:00+00:00,LONG,1.13,2652.225,2655.0461,284.88,2.521100000000115,TP_Z_NEUTRAL,15.0,283.63,-33.9
NY_ORB,2024-11-21 14:40:00+00:00,2024-11-21 14:50:00+00:00,BUY,0.3,2667.145,2661.984,-154.84,-5.161,SL,10.0,19.8,-176.61
