entry_datetime,exit_datetime,direction,lot_size,entry_price,exit_price,r_multiple,pnl_usd,pnl_points,exit_reason,duration_min,mfe_usd,mae_usd
2022-01-24 13:45:00+00:00,2022-01-24 16:29:00+00:00,SELL,0.15,1837.718,1833.718,0.766,55.5,3.7,TIME,825.0,122.4,-50.26
2022-01-25 14:45:00+00:00,2022-01-25 14:45:00+00:00,BUY,0.37,1842.468,1846.8080000000002,2.0,149.48,4.04,TP,5.0,309.54,-22.35
2022-01-26 13:55:00+00:00,2022-01-26 14:19:00+00:00,SELL,0.28,1844.538,1838.8980000000001,2.0,149.52,5.34,TP,125.0,168.56,-7.28
2022-01-27 13:55:00+00:00,2022-01-27 14:37:00+00:00,SELL,0.2,1802.298,1806.368,-1.0,-87.4,-4.37,SL,215.0,98.68,-87.8
2022-01-28 13:48:00+00:00,2022-01-28 15:10:00+00:00,SELL,0.14,1785.318,1791.008,-1.0,-83.86,-5.99,SL,415.0,66.36,-82.18
2022-01-31 13:45:00+00:00,2022-01-31 16:29:00+00:00,BUY,0.22,1793.168,1795.448,0.62,43.56,1.98,TIME,825.0,141.02,-24.42
2022-02-01 14:45:00+00:00,2022-02-01 15:37:00+00:00,SELL,0.27,1802.088,1805.038,-1.0,-87.75,-3.25,SL,265.0,119.42,-78.22
2022-02-02 13:45:00+00:00,2022-02-02 15:00:00+00:00,SELL,0.22,1802.068,1805.788,-1.0,-88.44,-4.02,SL,380.0,35.27,-121.46
2022-02-03 14:03:00+00:00,2022-02-03 14:30:00+00:00,BUY,0.32,1804.245,1801.765,-1.0,-88.96,-2.78,SL,140.0,24.74,-127.68
2022-02-04 13:54:00+00:00,2022-02-04 16:29:00+00:00,SELL,0.05,1796.328,1804.585,-0.483,-42.79,-8.557,TIME,780.0,21.55,-70.14
2022-02-07 13:55:00+00:00,2022-02-07 16:25:00+00:00,SELL,0.24,1813.638,1816.924,-1.0,-86.06,-3.586,SL,755.0,48.34,-85.9
2022-02-08 13:52:00+00:00,2022-02-08 16:29:00+00:00,BUY,0.21,1822.908,1825.138,0.576,40.53,1.93,TIME,790.0,113.19,-59.64
2022-02-09 14:05:00+00:00,2022-02-09 14:46:00+00:00,SELL,0.2,1827.318,1831.268,-1.0,-85.0,-4.25,SL,210.0,38.38,-73.82
2022-02-11 14:35:00+00:00,2022-02-11 15:15:00+00:00,BUY,0.33,1828.788,1833.5880000000002,2.0,148.5,4.5,TP,205.0,205.13,0.0
2022-02-14 14:35:00+00:00,2022-02-14 16:29:00+00:00,BUY,0.15,1860.588,1863.668,0.579,41.7,2.78,TIME,575.0,155.55,-9.15
2022-02-15 14:07:00+00:00,2022-02-15 16:29:00+00:00,BUY,0.09,1853.544,1849.088,-0.496,-42.8,-4.756,TIME,715.0,31.41,-64.67
2022-02-16 14:35:00+00:00,2022-02-16 16:29:00+00:00,BUY,0.14,1857.008,1864.316,1.324,98.11,7.008,TIME,575.0,108.5,0.0
2022-02-17 13:45:00+00:00,2022-02-17 14:01:00+00:00,BUY,0.13,1897.568,1891.368,-1.0,-84.5,-6.5,SL,85.0,1.3,-90.48
2022-02-18 14:55:00+00:00,2022-02-18 16:29:00+00:00,SELL,0.21,1896.078,1893.178,0.762,54.6,2.6,TIME,475.0,120.96,-9.03
2022-02-22 15:10:00+00:00,2022-02-22 16:29:00+00:00,SELL,0.15,1900.538,1901.458,-0.173,-18.3,-1.22,TIME,400.0,101.4,-14.92
2022-02-23 13:49:00+00:00,2022-02-23 14:51:00+00:00,SELL,0.16,1899.278,1904.408,-1.0,-86.88,-5.43,SL,315.0,0.32,-83.76
2022-02-24 14:35:00+00:00,2022-02-24 14:35:00+00:00,SELL,0.12,1959.488,1945.8480000000002,2.0,160.08,13.34,TP,5.0,186.48,0.0
2022-02-25 15:05:00+00:00,2022-02-25 16:29:00+00:00,SELL,0.13,1888.768,1885.968,0.442,32.5,2.5,TIME,425.0,77.22,-21.25
2022-02-28 14:35:00+00:00,2022-02-28 14:40:00+00:00,SELL,0.13,1909.961,1915.901,-1.0,-81.12,-6.24,SL,30.0,24.13,-76.76
2022-03-01 14:40:00+00:00,2022-03-01 16:29:00+00:00,BUY,0.14,1919.243,1928.558,1.58,126.21,9.015,TIME,550.0,146.44,-19.04
2022-03-02 14:40:00+00:00,2022-03-02 15:29:00+00:00,SELL,0.1,1926.458,1934.438,-1.0,-82.8,-8.28,SL,250.0,43.19,-90.6
2022-03-03 13:55:00+00:00,2022-03-03 14:18:00+00:00,SELL,0.16,1926.854,1931.807,-1.0,-84.05,-5.253,SL,120.0,41.38,-75.74
2022-03-04 14:35:00+00:00,2022-03-04 14:38:00+00:00,BUY,0.17,1947.012,1956.45,2.0,155.35,9.138,TP,20.0,206.48,0.0
2022-03-07 14:00:00+00:00,2022-03-07 16:29:00+00:00,BUY,0.06,1974.448,1977.172,0.201,14.54,2.424,TIME,750.0,102.6,-40.62
2022-03-08 13:45:00+00:00,2022-03-08 14:49:00+00:00,BUY,0.1,2018.458,2033.938,2.0,151.8,15.18,TP,325.0,212.6,-48.2
2022-03-09 14:10:00+00:00,2022-03-09 14:10:00+00:00,SELL,0.11,1991.748,1977.484,2.0,153.6,13.964,TP,5.0,160.38,0.0
2022-03-10 13:50:00+00:00,2022-03-10 15:18:00+00:00,SELL,0.09,2000.468,1983.5600000000002,2.0,149.47,16.608,TP,445.0,169.74,-58.09
2022-03-11 14:11:00+00:00,2022-03-11 14:37:00+00:00,SELL,0.09,1963.398,1972.792,-1.0,-87.25,-9.694,SL,135.0,5.4,-90.45
2022-03-14 13:50:00+00:00,2022-03-14 16:29:00+00:00,SELL,0.15,1957.808,1957.241,0.106,4.01,0.267,TIME,800.0,122.7,-48.75
2022-03-15 14:15:00+00:00,2022-03-15 15:55:00+00:00,SELL,0.09,1916.178,1925.468,-1.0,-86.31,-9.59,SL,505.0,83.07,-91.08
2022-03-16 14:15:00+00:00,2022-03-16 16:29:00+00:00,SELL,0.11,1912.648,1909.048,0.5,36.3,3.3,TIME,675.0,96.25,-51.25
2022-03-17 16:05:00+00:00,2022-03-17 16:29:00+00:00,BUY,0.13,1945.364,1943.348,-0.331,-30.11,-2.316,TIME,125.0,2.46,-49.61
2022-03-21 13:50:00+00:00,2022-03-21 16:29:00+00:00,BUY,0.14,1926.753,1936.338,1.732,129.99,9.285,TIME,800.0,149.17,0.0
2022-03-22 13:45:00+00:00,2022-03-22 14:06:00+00:00,SELL,0.17,1920.818,1911.568,2.0,152.15,8.95,TP,110.0,175.27,-65.54
2022-03-23 14:20:00+00:00,2022-03-23 16:29:00+00:00,SELL,0.21,1931.223,1933.078,-0.491,-45.26,-2.155,TIME,650.0,115.18,-59.96
2022-03-24 13:55:00+00:00,2022-03-24 14:18:00+00:00,SELL,0.16,1952.223,1957.103,-1.0,-82.88,-5.18,SL,120.0,23.52,-121.28
2022-03-25 13:48:00+00:00,2022-03-25 16:29:00+00:00,BUY,0.12,1949.578,1956.628,1.071,81.0,6.75,TIME,810.0,145.8,-31.8
2022-03-28 13:56:00+00:00,2022-03-28 16:29:00+00:00,BUY,0.13,1936.168,1938.018,0.302,20.15,1.55,TIME,770.0,81.64,-35.68
2022-03-29 13:50:00+00:00,2022-03-29 13:55:00+00:00,BUY,0.17,1897.948,1907.1880000000003,2.0,151.98,8.94,TP,30.0,167.96,0.0
2022-03-30 14:18:00+00:00,2022-03-30 16:29:00+00:00,BUY,0.1,1932.853,1932.218,-0.082,-9.35,-0.935,TIME,660.0,55.75,-19.15
2022-03-31 14:05:00+00:00,2022-03-31 16:29:00+00:00,BUY,0.2,1940.728,1940.848,0.029,-3.6,-0.18,TIME,725.0,86.08,-62.76
2022-04-01 14:35:00+00:00,2022-04-01 16:29:00+00:00,SELL,0.09,1923.799,1924.633,-0.092,-10.21,-1.134,TIME,575.0,37.32,-60.02
2022-04-04 14:00:00+00:00,2022-04-04 16:29:00+00:00,SELL,0.13,1930.553,1932.368,-0.287,-27.49,-2.115,TIME,750.0,81.97,-73.38
2022-04-05 14:11:00+00:00,2022-04-05 15:28:00+00:00,SELL,0.14,1937.923,1926.673,2.0,153.3,10.95,TP,390.0,179.9,-4.27
2022-04-11 13:50:00+00:00,2022-04-11 14:15:00+00:00,SELL,0.14,1959.078,1947.538,2.0,157.36,11.24,TP,130.0,167.15,0.0
2022-04-12 14:55:00+00:00,2022-04-12 16:29:00+00:00,BUY,0.11,1972.512,1973.732,0.173,10.12,0.92,TIME,475.0,65.96,-32.16
2022-04-13 13:45:00+00:00,2022-04-13 14:54:00+00:00,SELL,0.17,1975.823,1980.562,-1.0,-85.66,-5.039,SL,350.0,46.41,-76.92
2022-04-14 13:55:00+00:00,2022-04-14 16:29:00+00:00,SELL,0.14,1970.544,1969.098,0.262,16.04,1.146,TIME,775.0,141.85,-28.06
2022-04-18 14:40:00+00:00,2022-04-18 16:29:00+00:00,SELL,0.18,1988.808,1990.032,-0.271,-27.43,-1.524,TIME,550.0,109.26,-22.03
2022-04-19 14:40:00+00:00,2022-04-19 16:29:00+00:00,SELL,0.09,1959.568,1955.948,0.42,29.88,3.32,TIME,550.0,83.79,0.0
2022-04-20 13:45:00+00:00,2022-04-20 16:29:00+00:00,BUY,0.13,1950.128,1951.438,0.206,13.13,1.01,TIME,825.0,56.55,-20.23
2022-04-21 15:45:00+00:00,2022-04-21 16:29:00+00:00,SELL,0.19,1943.732,1940.588,0.761,54.04,2.844,TIME,225.0,105.64,0.0
2022-04-22 13:46:00+00:00,2022-04-22 14:49:00+00:00,BUY,0.07,1945.828,1934.122,-1.0,-84.04,-12.006,SL,320.0,3.2,-87.29
2022-04-26 13:50:00+00:00,2022-04-26 16:29:00+00:00,SELL,0.17,1906.373,1901.608,1.006,75.91,4.465,TIME,800.0,106.88,-29.73
2022-04-27 13:45:00+00:00,2022-04-27 16:29:00+00:00,SELL,0.08,1884.19,1887.948,-0.399,-32.46,-4.058,TIME,825.0,23.54,-51.18
2022-04-29 13:55:00+00:00,2022-04-29 16:29:00+00:00,BUY,0.1,1910.518,1908.803,-0.212,-20.15,-2.015,TIME,775.0,39.95,-63.93
2022-05-02 15:30:00+00:00,2022-05-02 15:46:00+00:00,BUY,0.16,1861.448,1871.3080000000002,2.0,152.96,9.56,TP,85.0,166.4,0.0
2022-05-03 15:30:00+00:00,2022-05-03 16:29:00+00:00,BUY,0.15,1868.998,1871.663,0.495,35.47,2.365,TIME,300.0,83.17,-25.95
2022-05-04 13:50:00+00:00,2022-05-04 15:18:00+00:00,SELL,0.19,1865.103,1869.288,-1.0,-85.21,-4.485,SL,445.0,67.74,-75.33
2022-05-05 14:25:00+00:00,2022-05-05 14:47:00+00:00,SELL,0.12,1897.068,1883.648,2.0,157.44,13.12,TP,115.0,167.52,0.0
2022-05-06 13:50:00+00:00,2022-05-06 15:24:00+00:00,BUY,0.14,1880.258,1891.8860000000002,2.0,158.59,11.328,TP,475.0,165.34,-8.54
2022-05-10 13:50:00+00:00,2022-05-10 15:33:00+00:00,SELL,0.12,1858.004,1845.0859999999998,2.0,151.42,12.618,TP,520.0,166.32,-21.14
2022-05-12 14:05:00+00:00,2022-05-12 15:45:00+00:00,SELL,0.19,1844.093,1835.7630000000001,2.0,152.57,8.03,TP,505.0,184.78,0.0
2022-05-13 13:56:00+00:00,2022-05-13 14:36:00+00:00,BUY,0.14,1807.078,1818.1779999999999,2.0,151.2,10.8,TP,205.0,155.96,-21.28
2022-05-17 13:50:00+00:00,2022-05-17 16:29:00+00:00,SELL,0.2,1824.008,1820.818,0.778,57.8,2.89,TIME,800.0,124.34,-30.8
2022-05-18 14:48:00+00:00,2022-05-18 15:07:00+00:00,SELL,0.21,1811.848,1815.698,-1.0,-87.15,-4.15,SL,100.0,10.46,-78.04
2022-05-19 13:46:00+00:00,2022-05-19 16:29:00+00:00,BUY,0.1,1840.258,1842.638,0.298,20.8,2.08,TIME,820.0,87.95,-25.94
2022-05-20 13:55:00+00:00,2022-05-20 15:08:00+00:00,SELL,0.17,1839.0,1843.718,-1.0,-85.31,-5.018,SL,370.0,115.97,-81.82
2022-05-23 13:46:00+00:00,2022-05-23 14:10:00+00:00,SELL,0.24,1853.758,1857.028,-1.0,-85.68,-3.57,SL,125.0,22.8,-74.64
2022-05-24 13:50:00+00:00,2022-05-24 16:29:00+00:00,BUY,0.2,1862.538,1865.488,0.746,53.0,2.65,TIME,800.0,140.7,-47.2
2022-05-25 14:05:00+00:00,2022-05-25 16:29:00+00:00,SELL,0.2,1850.264,1846.463,0.952,70.02,3.501,TIME,725.0,162.52,-19.88
2022-05-26 13:48:00+00:00,2022-05-26 16:29:00+00:00,BUY,0.12,1847.898,1847.244,-0.098,-11.45,-0.954,TIME,810.0,65.58,-48.59
2022-05-27 15:05:00+00:00,2022-05-27 16:29:00+00:00,SELL,0.15,1854.883,1852.868,0.37,25.73,1.715,TIME,425.0,59.17,-10.72
2022-05-30 14:05:00+00:00,2022-05-30 14:05:00+00:00,SELL,0.77,1860.013,1857.9329999999995,2.0,137.06,1.78,TP,5.0,293.37,0.0
2022-05-31 14:05:00+00:00,2022-05-31 14:22:00+00:00,SELL,0.21,1851.494,1843.8559999999995,2.0,154.1,7.338,TP,90.0,172.43,0.0
2022-06-01 14:05:00+00:00,2022-06-01 16:17:00+00:00,SELL,0.21,1845.118,1848.988,-1.0,-87.57,-4.17,SL,665.0,152.25,-78.75
2022-06-03 16:20:00+00:00,2022-06-03 16:20:00+00:00,SELL,0.21,1859.578,1852.1079999999997,2.0,150.57,7.17,TP,5.0,239.61,0.0
2022-06-06 14:05:00+00:00,2022-06-06 16:29:00+00:00,SELL,0.18,1849.608,1842.293,1.678,126.27,7.015,TIME,725.0,144.18,-11.34
2022-06-07 13:50:00+00:00,2022-06-07 13:55:00+00:00,BUY,0.27,1847.218,1853.1880000000003,2.0,153.09,5.67,TP,30.0,165.78,0.0
2022-06-08 15:10:00+00:00,2022-06-08 15:36:00+00:00,BUY,0.39,1855.268,1859.388,2.0,148.98,3.82,TP,135.0,161.3,0.0
2022-06-10 14:35:00+00:00,2022-06-10 14:45:00+00:00,BUY,0.11,1835.698,1850.4980000000003,2.0,159.5,14.5,TP,55.0,165.62,0.0
2022-06-13 14:35:00+00:00,2022-06-13 16:29:00+00:00,SELL,0.12,1830.521,1832.013,-0.218,-21.5,-1.792,TIME,575.0,76.0,-35.06
2022-06-14 14:40:00+00:00,2022-06-14 16:29:00+00:00,SELL,0.22,1816.708,1812.578,1.112,84.26,3.83,TIME,550.0,163.46,-1.1
2022-06-15 15:35:00+00:00,2022-06-15 16:29:00+00:00,SELL,0.19,1824.684,1821.808,0.7,48.94,2.576,TIME,275.0,92.76,0.0
2022-06-17 13:50:00+00:00,2022-06-17 16:29:00+00:00,SELL,0.16,1842.648,1840.244,0.481,33.66,2.104,TIME,800.0,97.6,-36.0
2022-06-20 14:05:00+00:00,2022-06-20 16:29:00+00:00,SELL,0.42,1838.988,1838.023,0.509,27.93,0.665,TIME,725.0,99.96,-17.01
2022-06-21 13:50:00+00:00,2022-06-21 14:37:00+00:00,BUY,0.24,1835.963,1842.553,2.0,150.96,6.29,TP,240.0,179.35,0.0
2022-06-23 13:50:00+00:00,2022-06-23 13:52:00+00:00,BUY,0.25,1838.318,1844.5979999999997,2.0,149.5,5.98,TP,15.0,198.0,0.0
2022-06-24 14:06:00+00:00,2022-06-24 14:13:00+00:00,SELL,0.19,1822.878,1827.013,-1.0,-84.26,-4.435,SL,40.0,13.3,-83.41
2022-06-27 15:05:00+00:00,2022-06-27 16:29:00+00:00,SELL,0.24,1827.318,1824.661,0.798,56.57,2.357,TIME,425.0,159.36,0.0
2022-06-28 13:50:00+00:00,2022-06-28 14:21:00+00:00,SELL,0.27,1822.073,1824.998,-1.0,-87.07,-3.225,SL,160.0,97.04,-85.99
2022-06-29 13:47:00+00:00,2022-06-29 16:29:00+00:00,SELL,0.09,1821.778,1818.723,0.334,24.8,2.755,TIME,815.0,62.75,-17.91
2022-06-30 14:50:00+00:00,2022-06-30 16:29:00+00:00,SELL,0.11,1816.058,1812.075,0.558,40.51,3.683,TIME,500.0,121.2,0.0
2022-07-01 14:20:00+00:00,2022-07-01 16:29:00+00:00,BUY,0.12,1798.396,1802.518,0.618,45.86,3.822,TIME,650.0,124.06,0.0
2022-07-04 14:25:00+00:00,2022-07-04 15:04:00+00:00,BUY,0.69,1809.148,1807.994,-1.0,-100.33,-1.454,SL,200.0,119.37,-92.74
2022-07-05 14:05:00+00:00,2022-07-05 14:05:00+00:00,SELL,0.13,1788.77,1776.074,2.0,161.15,12.396,TP,5.0,207.95,0.0
2022-07-06 13:50:00+00:00,2022-07-06 14:13:00+00:00,SELL,0.2,1761.408,1753.5679999999998,2.0,150.8,7.54,TP,120.0,170.6,0.0
2022-07-08 14:15:00+00:00,2022-07-08 14:45:00+00:00,BUY,0.2,1742.654,1750.498,2.0,150.88,7.544,TP,155.0,194.66,-21.32
2022-07-11 13:55:00+00:00,2022-07-11 16:22:00+00:00,BUY,0.22,1739.108,1735.427,-1.0,-87.58,-3.981,SL,740.0,58.43,-82.15
2022-07-12 13:57:00+00:00,2022-07-12 15:07:00+00:00,SELL,0.2,1728.028,1731.984,-1.0,-85.12,-4.256,SL,355.0,9.28,-74.8
2022-07-21 15:05:00+00:00,2022-07-21 16:29:00+00:00,BUY,0.1,1705.488,1712.586,0.904,67.98,6.798,TIME,425.0,127.6,0.0
2022-07-22 13:45:00+00:00,2022-07-22 16:29:00+00:00,BUY,0.13,1728.598,1730.5,0.3,20.83,1.602,TIME,825.0,138.51,0.0
2022-07-25 14:10:00+00:00,2022-07-25 16:29:00+00:00,SELL,0.16,1719.098,1717.384,0.34,22.62,1.414,TIME,700.0,71.12,-7.6
2022-07-26 14:05:00+00:00,2022-07-26 16:29:00+00:00,SELL,0.27,1718.824,1717.518,0.436,27.16,1.006,TIME,725.0,122.85,-71.39
2022-07-27 13:49:00+00:00,2022-07-27 15:18:00+00:00,SELL,0.17,1714.134,1718.818,-1.0,-84.73,-4.984,SL,450.0,47.92,-78.93
2022-08-01 14:08:00+00:00,2022-08-01 14:11:00+00:00,SELL,0.22,1768.448,1772.158,-1.0,-88.22,-4.01,SL,20.0,11.31,-77.0
2022-08-02 13:50:00+00:00,2022-08-02 14:11:00+00:00,SELL,0.16,1777.737,1782.788,-1.0,-85.62,-5.351,SL,110.0,41.55,-108.18
2022-08-03 14:05:00+00:00,2022-08-03 14:17:00+00:00,SELL,0.18,1765.338,1756.68,2.0,150.44,8.358,TP,65.0,164.23,0.0
2022-08-04 15:25:00+00:00,2022-08-04 15:25:00+00:00,BUY,0.22,1777.814,1785.1460000000004,2.0,154.7,7.032,TP,5.0,231.09,0.0
2022-08-08 14:05:00+00:00,2022-08-08 14:35:00+00:00,BUY,0.33,1782.944,1787.7439999999997,2.0,148.5,4.5,TP,155.0,182.49,0.0
2022-08-09 15:00:00+00:00,2022-08-09 16:29:00+00:00,SELL,0.17,1795.648,1796.814,-0.247,-24.92,-1.466,TIME,450.0,95.88,-43.79
2022-08-11 15:10:00+00:00,2022-08-11 16:29:00+00:00,SELL,0.14,1790.958,1789.888,0.186,10.78,0.77,TIME,400.0,65.66,-5.6
2022-08-12 14:05:00+00:00,2022-08-12 15:35:00+00:00,SELL,0.26,1793.633,1796.724,-1.0,-88.17,-3.391,SL,455.0,86.19,-77.09
2022-08-17 16:10:00+00:00,2022-08-17 16:29:00+00:00,SELL,0.1,1764.965,1760.554,0.531,41.11,4.111,TIME,100.0,48.37,0.0
2022-08-18 13:50:00+00:00,2022-08-18 15:05:00+00:00,SELL,0.27,1766.888,1760.9159999999997,2.0,153.14,5.672,TP,380.0,170.1,0.0
2022-08-19 14:35:00+00:00,2022-08-19 16:29:00+00:00,SELL,0.15,1751.808,1749.254,0.466,33.81,2.254,TIME,575.0,93.41,0.0
2022-08-23 13:50:00+00:00,2022-08-23 13:50:00+00:00,BUY,0.27,1740.734,1746.714,2.0,153.36,5.68,TP,5.0,223.13,0.0
2022-08-24 13:55:00+00:00,2022-08-24 14:20:00+00:00,BUY,0.34,1745.198,1749.8780000000004,2.0,148.92,4.38,TP,130.0,162.18,-48.62
2022-08-26 14:05:00+00:00,2022-08-26 14:10:00+00:00,SELL,0.23,1750.278,1753.762,-1.0,-87.03,-3.784,SL,30.0,161.23,-129.95
2022-08-29 15:05:00+00:00,2022-08-29 16:29:00+00:00,BUY,0.23,1740.204,1738.298,-0.559,-50.74,-2.206,TIME,425.0,20.33,-46.37
2022-08-30 14:00:00+00:00,2022-08-30 14:03:00+00:00,BUY,0.31,1732.288,1729.734,-1.0,-88.47,-2.854,SL,20.0,4.22,-103.23
2022-08-31 13:45:00+00:00,2022-08-31 16:29:00+00:00,BUY,0.18,1714.764,1718.558,0.831,62.89,3.494,TIME,825.0,155.23,-12.6
2022-09-01 14:05:00+00:00,2022-09-01 15:11:00+00:00,SELL,0.23,1694.528,1698.044,-1.0,-87.77,-3.816,SL,335.0,134.78,-81.33
2022-09-02 16:25:00+00:00,2022-09-02 16:29:00+00:00,BUY,0.22,1711.984,1714.024,0.556,38.28,1.74,TIME,25.0,61.82,0.0
2022-09-05 14:35:00+00:00,2022-09-05 15:09:00+00:00,BUY,0.74,1712.135,1711.05,-1.0,-102.49,-1.385,SL,175.0,32.26,-91.39
2022-09-06 13:45:00+00:00,2022-09-06 14:00:00+00:00,BUY,0.25,1710.528,1707.318,-1.0,-87.75,-3.51,SL,80.0,29.25,-131.0
2022-09-07 14:30:00+00:00,2022-09-07 14:30:00+00:00,BUY,0.17,1701.604,1710.954,2.0,153.85,9.05,TP,5.0,161.06,0.0
2022-09-08 13:49:00+00:00,2022-09-08 14:00:00+00:00,BUY,0.16,1715.994,1710.944,-1.0,-85.6,-5.35,SL,60.0,1.02,-95.62
2022-09-09 14:06:00+00:00,2022-09-09 14:36:00+00:00,BUY,0.2,1716.65,1712.612,-1.0,-86.76,-4.338,SL,155.0,15.52,-80.82
2022-09-12 14:24:00+00:00,2022-09-12 16:29:00+00:00,BUY,0.15,1728.997,1732.314,0.617,45.26,3.017,TIME,630.0,90.57,-50.75
2022-09-15 14:50:00+00:00,2022-09-15 14:51:00+00:00,SELL,0.21,1680.298,1672.666,2.0,153.97,7.332,TP,10.0,170.81,0.0
2022-09-16 13:51:00+00:00,2022-09-16 14:08:00+00:00,BUY,0.21,1660.948,1668.7140000000002,2.0,156.79,7.466,TP,90.0,200.97,-2.73
2022-09-19 15:05:00+00:00,2022-09-19 16:29:00+00:00,BUY,0.16,1667.165,1670.275,0.626,44.96,2.81,TIME,425.0,129.01,0.0
2022-09-21 14:35:00+00:00,2022-09-21 14:44:00+00:00,SELL,0.3,1672.008,1666.648,2.0,151.8,5.06,TP,50.0,171.0,0.0
2022-09-23 13:50:00+00:00,2022-09-23 16:29:00+00:00,SELL,0.14,1647.238,1646.965,0.046,-0.38,-0.027,TIME,800.0,81.09,-24.32
2022-09-26 15:30:00+00:00,2022-09-26 16:03:00+00:00,SELL,0.17,1642.745,1633.0649999999996,2.0,159.46,9.38,TP,170.0,171.53,0.0
2022-09-27 14:08:00+00:00,2022-09-27 16:29:00+00:00,SELL,0.15,1634.548,1631.108,0.653,47.1,3.14,TIME,710.0,70.69,-50.04
2022-09-28 13:50:00+00:00,2022-09-28 15:50:00+00:00,BUY,0.15,1647.225,1657.6189999999997,2.0,151.41,10.094,TP,605.0,159.65,-8.65
2022-09-29 13:46:00+00:00,2022-09-29 15:08:00+00:00,SELL,0.1,1650.352,1658.048,-1.0,-79.96,-7.996,SL,415.0,58.87,-89.26
2022-10-03 14:05:00+00:00,2022-10-03 14:08:00+00:00,BUY,0.2,1670.506,1678.526,2.0,154.4,7.72,TP,20.0,174.84,0.0
2022-10-04 14:05:00+00:00,2022-10-04 14:37:00+00:00,BUY,0.19,1710.388,1718.7079999999996,2.0,152.38,8.02,TP,165.0,158.25,0.0
2022-10-05 14:05:00+00:00,2022-10-05 16:29:00+00:00,SELL,0.13,1705.784,1710.348,-0.763,-63.23,-4.864,TIME,725.0,63.32,-69.47
2022-10-06 13:50:00+00:00,2022-10-06 16:29:00+00:00,SELL,0.14,1711.404,1711.128,0.049,-0.34,-0.024,TIME,800.0,64.29,-40.99
2022-10-10 13:47:00+00:00,2022-10-10 14:37:00+00:00,BUY,0.27,1674.918,1671.998,-1.0,-86.94,-3.22,SL,255.0,96.66,-82.89
2022-10-11 14:16:00+00:00,2022-10-11 15:05:00+00:00,SELL,0.13,1666.635,1672.575,-1.0,-81.12,-6.24,SL,250.0,7.76,-74.01
2022-10-13 15:40:00+00:00,2022-10-13 15:40:00+00:00,BUY,0.14,1648.896,1659.9779999999998,2.0,150.95,10.782,TP,5.0,276.07,0.0
2022-10-14 13:45:00+00:00,2022-10-14 16:29:00+00:00,SELL,0.14,1650.308,1644.566,0.995,76.19,5.442,TIME,825.0,126.6,-31.6
2022-10-18 13:55:00+00:00,2022-10-18 15:21:00+00:00,SELL,0.31,1653.858,1648.6179999999997,2.0,153.14,4.94,TP,435.0,224.78,-13.33
2022-10-20 14:05:00+00:00,2022-10-20 14:13:00+00:00,BUY,0.26,1633.238,1639.4000000000003,2.0,152.41,5.862,TP,45.0,163.28,0.0
2022-10-21 15:25:00+00:00,2022-10-21 16:29:00+00:00,BUY,0.09,1638.898,1648.697,1.116,85.49,9.499,TIME,325.0,135.9,0.0
2022-10-24 13:45:00+00:00,2022-10-24 14:23:00+00:00,BUY,0.2,1648.598,1644.557,-1.0,-86.82,-4.341,SL,195.0,114.0,-85.8
2022-10-25 14:05:00+00:00,2022-10-25 16:29:00+00:00,BUY,0.17,1657.198,1655.448,-0.367,-34.85,-2.05,TIME,725.0,53.72,-61.2
2022-10-26 14:05:00+00:00,2022-10-26 16:29:00+00:00,BUY,0.17,1666.778,1667.278,0.106,3.4,0.2,TIME,725.0,97.24,-41.14
2022-10-27 14:15:00+00:00,2022-10-27 16:28:00+00:00,BUY,0.23,1662.648,1659.227,-1.0,-85.58,-3.721,SL,670.0,67.85,-86.25
2022-11-01 14:05:00+00:00,2022-11-01 14:05:00+00:00,SELL,0.34,1651.578,1646.938,2.0,147.56,4.34,TP,5.0,256.73,0.0
2022-11-03 14:05:00+00:00,2022-11-03 16:29:00+00:00,BUY,0.13,1623.428,1626.248,0.461,32.76,2.52,TIME,725.0,102.96,-43.94
2022-11-04 16:05:00+00:00,2022-11-04 16:29:00+00:00,BUY,0.2,1666.128,1672.798,1.663,127.4,6.37,TIME,125.0,137.8,0.0
2022-11-07 14:40:00+00:00,2022-11-07 15:20:00+00:00,BUY,0.41,1678.108,1676.178,-1.0,-91.43,-2.23,SL,205.0,149.65,-83.64
2022-11-08 14:30:00+00:00,2022-11-08 14:48:00+00:00,BUY,0.41,1674.348,1678.208,2.0,145.96,3.56,TP,95.0,159.9,0.0
2022-11-09 14:05:00+00:00,2022-11-09 14:41:00+00:00,BUY,0.33,1709.098,1713.98,2.0,151.21,4.582,TP,185.0,166.98,0.0
2022-11-10 13:45:00+00:00,2022-11-10 16:29:00+00:00,BUY,0.03,1736.148,1747.617,0.461,33.51,11.169,TIME,825.0,50.91,-22.71
2022-11-11 14:35:00+00:00,2022-11-11 15:29:00+00:00,SELL,0.2,1759.778,1763.787,-1.0,-86.18,-4.309,SL,275.0,87.6,-85.2
2022-11-14 14:40:00+00:00,2022-11-14 14:56:00+00:00,BUY,0.26,1763.468,1769.508,2.0,149.24,5.74,TP,85.0,160.94,0.0
2022-11-15 14:35:00+00:00,2022-11-15 16:29:00+00:00,SELL,0.07,1775.298,1769.528,0.521,38.29,5.47,TIME,575.0,50.69,0.0
